ID,Class
34626,neptune
34627,normal
34628,smurf
34629,normal
34630,normal
34631,normal
34632,neptune
34633,neptune
34634,neptune
34635,neptune
34636,smurf
34637,normal
34638,smurf
34639,normal
34640,normal
34641,neptune
34642,smurf
34643,neptune
34644,normal
34645,normal
34646,neptune
34647,smurf
34648,normal
34649,smurf
34650,neptune
34651,neptune
34652,normal
34653,normal
34654,neptune
34655,neptune
34656,satan
34657,normal
34658,smurf
34659,normal
34660,smurf
34661,smurf
34662,normal
34663,smurf
34664,smurf
34665,normal
34666,neptune
34667,normal
34668,smurf
34669,smurf
34670,normal
34671,smurf
34672,smurf
34673,normal
34674,neptune
34675,normal
34676,smurf
34677,smurf
34678,normal
34679,neptune
34680,normal
34681,neptune
34682,normal
34683,neptune
34684,normal
34685,normal
34686,normal
34687,normal
34688,normal
34689,smurf
34690,neptune
34691,smurf
34692,normal
34693,smurf
34694,normal
34695,normal
34696,neptune
34697,neptune
34698,normal
34699,neptune
34700,normal
34701,smurf
34702,neptune
34703,neptune
34704,neptune
34705,neptune
34706,neptune
34707,neptune
34708,normal
34709,normal
34710,normal
34711,normal
34712,smurf
34713,normal
34714,neptune
34715,normal
34716,normal
34717,neptune
34718,neptune
34719,normal
34720,smurf
34721,neptune
34722,neptune
34723,neptune
34724,normal
34725,smurf
34726,satan
34727,normal
34728,smurf
34729,normal
34730,smurf
34731,smurf
34732,normal
34733,neptune
34734,smurf
34735,normal
34736,smurf
34737,normal
34738,smurf
34739,normal
34740,neptune
34741,neptune
34742,normal
34743,normal
34744,normal
34745,normal
34746,smurf
34747,smurf
34748,neptune
34749,normal
34750,neptune
34751,normal
34752,normal
34753,normal
34754,normal
34755,neptune
34756,normal
34757,neptune
34758,neptune
34759,smurf
34760,normal
34761,smurf
34762,neptune
34763,neptune
34764,smurf
34765,normal
34766,smurf
34767,normal
34768,smurf
34769,normal
34770,neptune
34771,smurf
34772,normal
34773,normal
34774,smurf
34775,normal
34776,normal
34777,normal
34778,normal
34779,neptune
34780,smurf
34781,smurf
34782,neptune
34783,neptune
34784,smurf
34785,normal
34786,normal
34787,normal
34788,neptune
34789,normal
34790,normal
34791,neptune
34792,smurf
34793,smurf
34794,smurf
34795,normal
34796,normal
34797,normal
34798,normal
34799,normal
34800,smurf
34801,smurf
34802,neptune
34803,normal
34804,neptune
34805,normal
34806,smurf
34807,normal
34808,normal
34809,satan
34810,normal
34811,normal
34812,neptune
34813,smurf
34814,normal
34815,normal
34816,smurf
34817,neptune
34818,normal
34819,neptune
34820,neptune
34821,normal
34822,neptune
34823,smurf
34824,normal
34825,normal
34826,smurf
34827,normal
34828,smurf
34829,normal
34830,normal
34831,neptune
34832,normal
34833,smurf
34834,normal
34835,smurf
34836,smurf
34837,normal
34838,normal
34839,normal
34840,smurf
34841,normal
34842,neptune
34843,neptune
34844,smurf
34845,normal
34846,smurf
34847,smurf
34848,smurf
34849,normal
34850,smurf
34851,normal
34852,normal
34853,smurf
34854,smurf
34855,normal
34856,satan
34857,normal
34858,normal
34859,normal
34860,normal
34861,smurf
34862,normal
34863,neptune
34864,normal
34865,normal
34866,normal
34867,normal
34868,smurf
34869,smurf
34870,smurf
34871,smurf
34872,smurf
34873,neptune
34874,normal
34875,smurf
34876,normal
34877,smurf
34878,normal
34879,normal
34880,normal
34881,smurf
34882,normal
34883,normal
34884,normal
34885,satan
34886,neptune
34887,smurf
34888,neptune
34889,satan
34890,normal
34891,smurf
34892,normal
34893,neptune
34894,normal
34895,neptune
34896,normal
34897,smurf
34898,neptune
34899,normal
34900,smurf
34901,neptune
34902,normal
34903,neptune
34904,normal
34905,neptune
34906,smurf
34907,neptune
34908,smurf
34909,neptune
34910,normal
34911,normal
34912,normal
34913,smurf
34914,smurf
34915,neptune
34916,smurf
34917,normal
34918,normal
34919,normal
34920,normal
34921,smurf
34922,smurf
34923,normal
34924,smurf
34925,normal
34926,neptune
34927,smurf
34928,smurf
34929,smurf
34930,smurf
34931,smurf
34932,smurf
34933,smurf
34934,smurf
34935,smurf
34936,smurf
34937,normal
34938,normal
34939,normal
34940,smurf
34941,normal
34942,normal
34943,back
34944,smurf
34945,smurf
34946,smurf
34947,smurf
34948,neptune
34949,normal
34950,normal
34951,neptune
34952,teardrop
34953,neptune
34954,smurf
34955,neptune
34956,smurf
34957,neptune
34958,normal
34959,smurf
34960,neptune
34961,neptune
34962,normal
34963,normal
34964,normal
34965,normal
34966,smurf
34967,portsweep
34968,normal
34969,smurf
34970,normal
34971,neptune
34972,normal
34973,neptune
34974,normal
34975,smurf
34976,normal
34977,smurf
34978,smurf
34979,normal
34980,smurf
34981,normal
34982,normal
34983,smurf
34984,normal
34985,smurf
34986,satan
34987,neptune
34988,smurf
34989,neptune
34990,normal
34991,normal
34992,normal
34993,back
34994,smurf
34995,neptune
34996,neptune
34997,neptune
34998,neptune
34999,normal
35000,smurf
35001,neptune
35002,normal
35003,smurf
35004,normal
35005,smurf
35006,neptune
35007,smurf
35008,smurf
35009,smurf
35010,satan
35011,normal
35012,normal
35013,normal
35014,normal
35015,neptune
35016,smurf
35017,normal
35018,smurf
35019,smurf
35020,smurf
35021,smurf
35022,normal
35023,neptune
35024,normal
35025,smurf
35026,smurf
35027,smurf
35028,normal
35029,smurf
35030,smurf
35031,smurf
35032,smurf
35033,normal
35034,smurf
35035,normal
35036,normal
35037,smurf
35038,normal
35039,smurf
35040,smurf
35041,normal
35042,normal
35043,normal
35044,smurf
35045,smurf
35046,smurf
35047,smurf
35048,smurf
35049,normal
35050,normal
35051,smurf
35052,normal
35053,smurf
35054,smurf
35055,normal
35056,smurf
35057,neptune
35058,smurf
35059,normal
35060,smurf
35061,smurf
35062,normal
35063,smurf
35064,neptune
35065,smurf
35066,smurf
35067,normal
35068,normal
35069,normal
35070,neptune
35071,smurf
35072,normal
35073,smurf
35074,smurf
35075,normal
35076,smurf
35077,normal
35078,neptune
35079,normal
35080,normal
35081,smurf
35082,smurf
35083,smurf
35084,normal
35085,normal
35086,neptune
35087,smurf
35088,smurf
35089,normal
35090,smurf
35091,satan
35092,neptune
35093,smurf
35094,normal
35095,normal
35096,normal
35097,smurf
35098,smurf
35099,normal
35100,normal
35101,normal
35102,normal
35103,normal
35104,normal
35105,smurf
35106,smurf
35107,smurf
35108,normal
35109,smurf
35110,neptune
35111,smurf
35112,normal
35113,normal
35114,normal
35115,normal
35116,smurf
35117,smurf
35118,normal
35119,smurf
35120,smurf
35121,smurf
35122,smurf
35123,smurf
35124,normal
35125,normal
35126,smurf
35127,normal
35128,normal
35129,smurf
35130,normal
35131,normal
35132,smurf
35133,normal
35134,normal
35135,smurf
35136,smurf
35137,neptune
35138,neptune
35139,smurf
35140,smurf
35141,neptune
35142,smurf
35143,normal
35144,smurf
35145,normal
35146,neptune
35147,neptune
35148,neptune
35149,normal
35150,smurf
35151,smurf
35152,normal
35153,satan
35154,smurf
35155,smurf
35156,normal
35157,neptune
35158,smurf
35159,smurf
35160,normal
35161,smurf
35162,normal
35163,normal
35164,neptune
35165,normal
35166,smurf
35167,normal
35168,smurf
35169,neptune
35170,normal
35171,smurf
35172,smurf
35173,normal
35174,smurf
35175,neptune
35176,normal
35177,normal
35178,normal
35179,normal
35180,normal
35181,normal
35182,smurf
35183,normal
35184,neptune
35185,normal
35186,smurf
35187,neptune
35188,neptune
35189,smurf
35190,neptune
35191,neptune
35192,smurf
35193,neptune
35194,normal
35195,normal
35196,smurf
35197,smurf
35198,normal
35199,normal
35200,smurf
35201,smurf
35202,normal
35203,smurf
35204,smurf
35205,neptune
35206,neptune
35207,normal
35208,normal
35209,smurf
35210,smurf
35211,normal
35212,smurf
35213,normal
35214,smurf
35215,neptune
35216,normal
35217,neptune
35218,neptune
35219,normal
35220,smurf
35221,neptune
35222,neptune
35223,normal
35224,smurf
35225,normal
35226,smurf
35227,smurf
35228,smurf
35229,smurf
35230,smurf
35231,normal
35232,smurf
35233,smurf
35234,normal
35235,smurf
35236,smurf
35237,normal
35238,neptune
35239,smurf
35240,normal
35241,neptune
35242,normal
35243,smurf
35244,smurf
35245,normal
35246,normal
35247,smurf
35248,smurf
35249,neptune
35250,smurf
35251,normal
35252,smurf
35253,smurf
35254,smurf
35255,neptune
35256,normal
35257,normal
35258,normal
35259,smurf
35260,normal
35261,smurf
35262,normal
35263,neptune
35264,normal
35265,smurf
35266,normal
35267,smurf
35268,smurf
35269,normal
35270,normal
35271,neptune
35272,smurf
35273,smurf
35274,normal
35275,normal
35276,smurf
35277,normal
35278,neptune
35279,smurf
35280,neptune
35281,neptune
35282,normal
35283,normal
35284,neptune
35285,smurf
35286,neptune
35287,normal
35288,smurf
35289,normal
35290,normal
35291,neptune
35292,smurf
35293,normal
35294,smurf
35295,normal
35296,smurf
35297,smurf
35298,normal
35299,neptune
35300,neptune
35301,neptune
35302,normal
35303,normal
35304,normal
35305,smurf
35306,normal
35307,smurf
35308,neptune
35309,neptune
35310,normal
35311,normal
35312,normal
35313,neptune
35314,normal
35315,smurf
35316,smurf
35317,normal
35318,neptune
35319,smurf
35320,satan
35321,smurf
35322,normal
35323,normal
35324,normal
35325,smurf
35326,smurf
35327,normal
35328,smurf
35329,smurf
35330,smurf
35331,normal
35332,smurf
35333,normal
35334,normal
35335,neptune
35336,normal
35337,smurf
35338,normal
35339,normal
35340,normal
35341,satan
35342,normal
35343,normal
35344,smurf
35345,smurf
35346,smurf
35347,neptune
35348,smurf
35349,smurf
35350,neptune
35351,smurf
35352,smurf
35353,normal
35354,normal
35355,smurf
35356,normal
35357,normal
35358,normal
35359,smurf
35360,normal
35361,smurf
35362,normal
35363,normal
35364,smurf
35365,normal
35366,smurf
35367,smurf
35368,normal
35369,normal
35370,smurf
35371,smurf
35372,normal
35373,normal
35374,smurf
35375,smurf
35376,smurf
35377,smurf
35378,neptune
35379,neptune
35380,normal
35381,normal
35382,smurf
35383,neptune
35384,normal
35385,smurf
35386,neptune
35387,smurf
35388,neptune
35389,smurf
35390,normal
35391,smurf
35392,smurf
35393,normal
35394,smurf
35395,normal
35396,smurf
35397,normal
35398,normal
35399,normal
35400,neptune
35401,normal
35402,normal
35403,neptune
35404,neptune
35405,smurf
35406,smurf
35407,normal
35408,smurf
35409,normal
35410,normal
35411,smurf
35412,neptune
35413,smurf
35414,smurf
35415,normal
35416,normal
35417,smurf
35418,smurf
35419,normal
35420,smurf
35421,neptune
35422,neptune
35423,neptune
35424,smurf
35425,smurf
35426,smurf
35427,neptune
35428,smurf
35429,normal
35430,normal
35431,neptune
35432,normal
35433,normal
35434,normal
35435,normal
35436,neptune
35437,normal
35438,neptune
35439,smurf
35440,smurf
35441,smurf
35442,normal
35443,normal
35444,normal
35445,smurf
35446,neptune
35447,normal
35448,normal
35449,smurf
35450,neptune
35451,smurf
35452,neptune
35453,normal
35454,neptune
35455,smurf
35456,ipsweep
35457,normal
35458,smurf
35459,normal
35460,satan
35461,smurf
35462,smurf
35463,normal
35464,smurf
35465,neptune
35466,normal
35467,normal
35468,smurf
35469,neptune
35470,smurf
35471,neptune
35472,normal
35473,smurf
35474,smurf
35475,normal
35476,smurf
35477,normal
35478,smurf
35479,neptune
35480,satan
35481,normal
35482,smurf
35483,normal
35484,satan
35485,neptune
35486,normal
35487,smurf
35488,neptune
35489,normal
35490,neptune
35491,normal
35492,normal
35493,normal
35494,normal
35495,smurf
35496,neptune
35497,smurf
35498,neptune
35499,normal
35500,normal
35501,smurf
35502,smurf
35503,smurf
35504,normal
35505,smurf
35506,smurf
35507,smurf
35508,smurf
35509,smurf
35510,smurf
35511,neptune
35512,smurf
35513,smurf
35514,normal
35515,normal
35516,smurf
35517,smurf
35518,smurf
35519,normal
35520,neptune
35521,normal
35522,neptune
35523,normal
35524,neptune
35525,neptune
35526,normal
35527,smurf
35528,smurf
35529,smurf
35530,smurf
35531,smurf
35532,smurf
35533,neptune
35534,normal
35535,neptune
35536,neptune
35537,normal
35538,smurf
35539,normal
35540,smurf
35541,smurf
35542,normal
35543,normal
35544,normal
35545,normal
35546,smurf
35547,neptune
35548,normal
35549,neptune
35550,neptune
35551,normal
35552,normal
35553,normal
35554,normal
35555,smurf
35556,normal
35557,normal
35558,satan
35559,normal
35560,normal
35561,neptune
35562,smurf
35563,smurf
35564,smurf
35565,smurf
35566,smurf
35567,normal
35568,smurf
35569,normal
35570,smurf
35571,normal
35572,smurf
35573,normal
35574,smurf
35575,neptune
35576,neptune
35577,normal
35578,smurf
35579,smurf
35580,neptune
35581,normal
35582,smurf
35583,smurf
35584,neptune
35585,smurf
35586,normal
35587,smurf
35588,smurf
35589,normal
35590,smurf
35591,smurf
35592,normal
35593,smurf
35594,neptune
35595,smurf
35596,neptune
35597,normal
35598,normal
35599,normal
35600,normal
35601,normal
35602,neptune
35603,normal
35604,normal
35605,smurf
35606,smurf
35607,ipsweep
35608,smurf
35609,smurf
35610,smurf
35611,neptune
35612,smurf
35613,smurf
35614,smurf
35615,normal
35616,normal
35617,normal
35618,normal
35619,normal
35620,normal
35621,normal
35622,smurf
35623,normal
35624,normal
35625,smurf
35626,normal
35627,smurf
35628,neptune
35629,smurf
35630,smurf
35631,smurf
35632,smurf
35633,normal
35634,satan
35635,neptune
35636,normal
35637,normal
35638,normal
35639,neptune
35640,normal
35641,smurf
35642,smurf
35643,neptune
35644,normal
35645,normal
35646,normal
35647,smurf
35648,normal
35649,smurf
35650,smurf
35651,smurf
35652,normal
35653,smurf
35654,smurf
35655,smurf
35656,normal
35657,normal
35658,smurf
35659,normal
35660,smurf
35661,normal
35662,smurf
35663,smurf
35664,normal
35665,smurf
35666,smurf
35667,normal
35668,normal
35669,neptune
35670,smurf
35671,smurf
35672,normal
35673,normal
35674,normal
35675,smurf
35676,smurf
35677,normal
35678,smurf
35679,smurf
35680,smurf
35681,normal
35682,normal
35683,smurf
35684,smurf
35685,normal
35686,smurf
35687,normal
35688,normal
35689,normal
35690,normal
35691,smurf
35692,smurf
35693,smurf
35694,neptune
35695,normal
35696,neptune
35697,smurf
35698,neptune
35699,neptune
35700,neptune
35701,normal
35702,neptune
35703,normal
35704,smurf
35705,normal
35706,normal
35707,smurf
35708,normal
35709,normal
35710,smurf
35711,smurf
35712,normal
35713,normal
35714,smurf
35715,smurf
35716,smurf
35717,smurf
35718,smurf
35719,smurf
35720,normal
35721,normal
35722,normal
35723,normal
35724,normal
35725,smurf
35726,neptune
35727,normal
35728,smurf
35729,neptune
35730,smurf
35731,normal
35732,normal
35733,smurf
35734,smurf
35735,smurf
35736,smurf
35737,neptune
35738,normal
35739,normal
35740,smurf
35741,normal
35742,neptune
35743,smurf
35744,normal
35745,smurf
35746,normal
35747,normal
35748,smurf
35749,normal
35750,smurf
35751,smurf
35752,normal
35753,normal
35754,smurf
35755,smurf
35756,smurf
35757,smurf
35758,normal
35759,neptune
35760,smurf
35761,smurf
35762,smurf
35763,smurf
35764,smurf
35765,smurf
35766,smurf
35767,normal
35768,normal
35769,smurf
35770,smurf
35771,smurf
35772,smurf
35773,normal
35774,normal
35775,smurf
35776,normal
35777,smurf
35778,neptune
35779,smurf
35780,normal
35781,normal
35782,smurf
35783,smurf
35784,neptune
35785,normal
35786,neptune
35787,neptune
35788,smurf
35789,smurf
35790,smurf
35791,normal
35792,neptune
35793,normal
35794,normal
35795,normal
35796,normal
35797,neptune
35798,normal
35799,smurf
35800,normal
35801,smurf
35802,normal
35803,smurf
35804,smurf
35805,neptune
35806,normal
35807,normal
35808,neptune
35809,smurf
35810,normal
35811,smurf
35812,normal
35813,normal
35814,smurf
35815,smurf
35816,smurf
35817,normal
35818,normal
35819,portsweep
35820,normal
35821,neptune
35822,normal
35823,neptune
35824,normal
35825,smurf
35826,normal
35827,neptune
35828,smurf
35829,normal
35830,neptune
35831,normal
35832,smurf
35833,normal
35834,smurf
35835,normal
35836,normal
35837,normal
35838,back
35839,normal
35840,normal
35841,smurf
35842,smurf
35843,normal
35844,smurf
35845,neptune
35846,neptune
35847,back
35848,normal
35849,normal
35850,smurf
35851,normal
35852,smurf
35853,normal
35854,normal
35855,smurf
35856,smurf
35857,normal
35858,normal
35859,normal
35860,normal
35861,smurf
35862,normal
35863,neptune
35864,normal
35865,normal
35866,neptune
35867,normal
35868,normal
35869,smurf
35870,normal
35871,normal
35872,smurf
35873,smurf
35874,smurf
35875,neptune
35876,smurf
35877,smurf
35878,smurf
35879,normal
35880,back
35881,smurf
35882,normal
35883,normal
35884,neptune
35885,normal
35886,normal
35887,smurf
35888,normal
35889,smurf
35890,normal
35891,smurf
35892,smurf
35893,normal
35894,smurf
35895,normal
35896,neptune
35897,normal
35898,neptune
35899,normal
35900,smurf
35901,normal
35902,smurf
35903,neptune
35904,smurf
35905,normal
35906,normal
35907,smurf
35908,smurf
35909,normal
35910,smurf
35911,neptune
35912,normal
35913,neptune
35914,neptune
35915,normal
35916,normal
35917,neptune
35918,smurf
35919,neptune
35920,normal
35921,normal
35922,neptune
35923,normal
35924,smurf
35925,smurf
35926,smurf
35927,smurf
35928,smurf
35929,normal
35930,neptune
35931,normal
35932,neptune
35933,smurf
35934,normal
35935,neptune
35936,normal
35937,smurf
35938,smurf
35939,normal
35940,neptune
35941,normal
35942,normal
35943,smurf
35944,neptune
35945,neptune
35946,normal
35947,neptune
35948,normal
35949,smurf
35950,smurf
35951,normal
35952,smurf
35953,smurf
35954,normal
35955,neptune
35956,satan
35957,smurf
35958,smurf
35959,neptune
35960,normal
35961,smurf
35962,neptune
35963,normal
35964,neptune
35965,normal
35966,normal
35967,normal
35968,normal
35969,normal
35970,normal
35971,normal
35972,smurf
35973,smurf
35974,smurf
35975,smurf
35976,normal
35977,smurf
35978,normal
35979,normal
35980,smurf
35981,smurf
35982,smurf
35983,smurf
35984,normal
35985,neptune
35986,neptune
35987,smurf
35988,normal
35989,smurf
35990,smurf
35991,smurf
35992,neptune
35993,smurf
35994,smurf
35995,smurf
35996,neptune
35997,normal
35998,normal
35999,smurf
36000,smurf
36001,smurf
36002,neptune
36003,neptune
36004,smurf
36005,normal
36006,neptune
36007,smurf
36008,neptune
36009,normal
36010,neptune
36011,smurf
36012,normal
36013,smurf
36014,neptune
36015,smurf
36016,normal
36017,smurf
36018,neptune
36019,neptune
36020,neptune
36021,normal
36022,smurf
36023,neptune
36024,normal
36025,normal
36026,normal
36027,normal
36028,normal
36029,neptune
36030,neptune
36031,normal
36032,smurf
36033,smurf
36034,normal
36035,normal
36036,smurf
36037,smurf
36038,normal
36039,smurf
36040,smurf
36041,normal
36042,neptune
36043,satan
36044,smurf
36045,smurf
36046,neptune
36047,smurf
36048,smurf
36049,normal
36050,neptune
36051,smurf
36052,neptune
36053,normal
36054,normal
36055,normal
36056,normal
36057,normal
36058,normal
36059,normal
36060,smurf
36061,smurf
36062,smurf
36063,normal
36064,neptune
36065,smurf
36066,neptune
36067,smurf
36068,normal
36069,normal
36070,smurf
36071,normal
36072,normal
36073,smurf
36074,normal
36075,smurf
36076,normal
36077,smurf
36078,normal
36079,normal
36080,smurf
36081,back
36082,neptune
36083,normal
36084,neptune
36085,normal
36086,neptune
36087,normal
36088,normal
36089,normal
36090,smurf
36091,smurf
36092,smurf
36093,normal
36094,normal
36095,smurf
36096,neptune
36097,normal
36098,normal
36099,normal
36100,normal
36101,normal
36102,normal
36103,normal
36104,smurf
36105,smurf
36106,neptune
36107,normal
36108,smurf
36109,smurf
36110,normal
36111,smurf
36112,smurf
36113,normal
36114,normal
36115,smurf
36116,normal
36117,smurf
36118,neptune
36119,smurf
36120,normal
36121,smurf
36122,normal
36123,normal
36124,neptune
36125,neptune
36126,smurf
36127,smurf
36128,smurf
36129,smurf
36130,normal
36131,normal
36132,neptune
36133,neptune
36134,normal
36135,normal
36136,normal
36137,normal
36138,smurf
36139,neptune
36140,neptune
36141,normal
36142,smurf
36143,smurf
36144,normal
36145,normal
36146,normal
36147,satan
36148,smurf
36149,smurf
36150,smurf
36151,smurf
36152,smurf
36153,smurf
36154,smurf
36155,normal
36156,normal
36157,neptune
36158,smurf
36159,smurf
36160,neptune
36161,smurf
36162,smurf
36163,smurf
36164,neptune
36165,neptune
36166,smurf
36167,smurf
36168,smurf
36169,normal
36170,normal
36171,neptune
36172,neptune
36173,neptune
36174,normal
36175,neptune
36176,neptune
36177,neptune
36178,neptune
36179,neptune
36180,normal
36181,smurf
36182,normal
36183,smurf
36184,smurf
36185,normal
36186,neptune
36187,normal
36188,smurf
36189,normal
36190,smurf
36191,smurf
36192,normal
36193,smurf
36194,smurf
36195,neptune
36196,neptune
36197,smurf
36198,neptune
36199,smurf
36200,neptune
36201,normal
36202,normal
36203,normal
36204,normal
36205,normal
36206,neptune
36207,normal
36208,smurf
36209,normal
36210,normal
36211,normal
36212,smurf
36213,normal
36214,smurf
36215,normal
36216,smurf
36217,smurf
36218,neptune
36219,smurf
36220,smurf
36221,normal
36222,smurf
36223,smurf
36224,normal
36225,normal
36226,normal
36227,normal
36228,smurf
36229,normal
36230,smurf
36231,neptune
36232,normal
36233,normal
36234,neptune
36235,smurf
36236,normal
36237,neptune
36238,smurf
36239,normal
36240,smurf
36241,smurf
36242,normal
36243,neptune
36244,satan
36245,normal
36246,smurf
36247,normal
36248,normal
36249,smurf
36250,normal
36251,neptune
36252,neptune
36253,smurf
36254,smurf
36255,smurf
36256,smurf
36257,neptune
36258,neptune
36259,smurf
36260,normal
36261,smurf
36262,neptune
36263,normal
36264,normal
36265,neptune
36266,smurf
36267,neptune
36268,smurf
36269,normal
36270,neptune
36271,normal
36272,normal
36273,neptune
36274,smurf
36275,normal
36276,smurf
36277,neptune
36278,normal
36279,neptune
36280,normal
36281,neptune
36282,smurf
36283,smurf
36284,normal
36285,smurf
36286,neptune
36287,normal
36288,smurf
36289,neptune
36290,normal
36291,neptune
36292,neptune
36293,normal
36294,normal
36295,neptune
36296,normal
36297,smurf
36298,normal
36299,normal
36300,smurf
36301,smurf
36302,normal
36303,neptune
36304,neptune
36305,normal
36306,neptune
36307,smurf
36308,smurf
36309,normal
36310,normal
36311,neptune
36312,smurf
36313,normal
36314,normal
36315,neptune
36316,neptune
36317,smurf
36318,normal
36319,normal
36320,smurf
36321,normal
36322,smurf
36323,smurf
36324,smurf
36325,back
36326,normal
36327,normal
36328,smurf
36329,neptune
36330,normal
36331,normal
36332,smurf
36333,back
36334,smurf
36335,smurf
36336,smurf
36337,normal
36338,normal
36339,normal
36340,normal
36341,smurf
36342,normal
36343,neptune
36344,smurf
36345,normal
36346,portsweep
36347,smurf
36348,smurf
36349,neptune
36350,smurf
36351,smurf
36352,smurf
36353,normal
36354,normal
36355,neptune
36356,normal
36357,neptune
36358,smurf
36359,normal
36360,smurf
36361,smurf
36362,smurf
36363,normal
36364,neptune
36365,smurf
36366,normal
36367,smurf
36368,neptune
36369,satan
36370,smurf
36371,smurf
36372,smurf
36373,neptune
36374,normal
36375,neptune
36376,neptune
36377,neptune
36378,neptune
36379,smurf
36380,back
36381,normal
36382,normal
36383,normal
36384,smurf
36385,normal
36386,normal
36387,smurf
36388,neptune
36389,smurf
36390,smurf
36391,smurf
36392,smurf
36393,normal
36394,normal
36395,normal
36396,smurf
36397,normal
36398,neptune
36399,smurf
36400,smurf
36401,smurf
36402,normal
36403,smurf
36404,neptune
36405,smurf
36406,normal
36407,normal
36408,smurf
36409,smurf
36410,normal
36411,neptune
36412,neptune
36413,smurf
36414,normal
36415,normal
36416,neptune
36417,normal
36418,smurf
36419,smurf
36420,smurf
36421,smurf
36422,neptune
36423,normal
36424,normal
36425,normal
36426,smurf
36427,smurf
36428,smurf
36429,smurf
36430,normal
36431,smurf
36432,normal
36433,normal
36434,normal
36435,neptune
36436,smurf
36437,normal
36438,normal
36439,smurf
36440,neptune
36441,neptune
36442,normal
36443,neptune
36444,normal
36445,satan
36446,normal
36447,normal
36448,normal
36449,smurf
36450,smurf
36451,normal
36452,smurf
36453,smurf
36454,normal
36455,normal
36456,neptune
36457,normal
36458,neptune
36459,normal
36460,neptune
36461,normal
36462,smurf
36463,smurf
36464,neptune
36465,normal
36466,smurf
36467,smurf
36468,normal
36469,normal
36470,normal
36471,smurf
36472,normal
36473,normal
36474,smurf
36475,normal
36476,normal
36477,smurf
36478,smurf
36479,normal
36480,smurf
36481,neptune
36482,normal
36483,smurf
36484,normal
36485,smurf
36486,smurf
36487,smurf
36488,neptune
36489,neptune
36490,normal
36491,normal
36492,normal
36493,neptune
36494,smurf
36495,smurf
36496,normal
36497,smurf
36498,normal
36499,smurf
36500,normal
36501,neptune
36502,normal
36503,normal
36504,normal
36505,normal
36506,smurf
36507,normal
36508,normal
36509,normal
36510,normal
36511,neptune
36512,normal
36513,smurf
36514,smurf
36515,smurf
36516,normal
36517,normal
36518,normal
36519,neptune
36520,normal
36521,neptune
36522,smurf
36523,normal
36524,smurf
36525,smurf
36526,smurf
36527,neptune
36528,normal
36529,neptune
36530,normal
36531,neptune
36532,neptune
36533,normal
36534,normal
36535,neptune
36536,smurf
36537,neptune
36538,smurf
36539,normal
36540,smurf
36541,smurf
36542,smurf
36543,normal
36544,neptune
36545,normal
36546,normal
36547,normal
36548,normal
36549,smurf
36550,smurf
36551,normal
36552,normal
36553,neptune
36554,smurf
36555,normal
36556,normal
36557,neptune
36558,normal
36559,smurf
36560,neptune
36561,normal
36562,normal
36563,normal
36564,neptune
36565,normal
36566,smurf
36567,satan
36568,smurf
36569,normal
36570,smurf
36571,normal
36572,neptune
36573,normal
36574,smurf
36575,normal
36576,smurf
36577,smurf
36578,normal
36579,normal
36580,normal
36581,smurf
36582,smurf
36583,smurf
36584,neptune
36585,normal
36586,smurf
36587,smurf
36588,normal
36589,neptune
36590,normal
36591,smurf
36592,normal
36593,normal
36594,normal
36595,normal
36596,normal
36597,smurf
36598,smurf
36599,normal
36600,smurf
36601,normal
36602,normal
36603,normal
36604,normal
36605,neptune
36606,normal
36607,smurf
36608,smurf
36609,normal
36610,neptune
36611,normal
36612,normal
36613,normal
36614,normal
36615,smurf
36616,normal
36617,neptune
36618,normal
36619,normal
36620,smurf
36621,neptune
36622,satan
36623,smurf
36624,neptune
36625,neptune
36626,normal
36627,smurf
36628,smurf
36629,neptune
36630,back
36631,normal
36632,neptune
36633,smurf
36634,smurf
36635,smurf
36636,smurf
36637,normal
36638,normal
36639,normal
36640,normal
36641,smurf
36642,smurf
36643,normal
36644,neptune
36645,satan
36646,smurf
36647,neptune
36648,smurf
36649,normal
36650,neptune
36651,smurf
36652,neptune
36653,smurf
36654,neptune
36655,normal
36656,neptune
36657,normal
36658,neptune
36659,normal
36660,smurf
36661,normal
36662,neptune
36663,smurf
36664,smurf
36665,smurf
36666,smurf
36667,normal
36668,smurf
36669,neptune
36670,smurf
36671,ipsweep
36672,normal
36673,smurf
36674,satan
36675,neptune
36676,normal
36677,smurf
36678,smurf
36679,smurf
36680,normal
36681,normal
36682,neptune
36683,normal
36684,normal
36685,neptune
36686,neptune
36687,normal
36688,smurf
36689,normal
36690,normal
36691,neptune
36692,smurf
36693,neptune
36694,smurf
36695,smurf
36696,normal
36697,normal
36698,smurf
36699,normal
36700,smurf
36701,normal
36702,smurf
36703,smurf
36704,smurf
36705,smurf
36706,neptune
36707,normal
36708,neptune
36709,normal
36710,smurf
36711,neptune
36712,neptune
36713,smurf
36714,smurf
36715,smurf
36716,normal
36717,smurf
36718,smurf
36719,smurf
36720,neptune
36721,normal
36722,neptune
36723,normal
36724,smurf
36725,normal
36726,normal
36727,smurf
36728,normal
36729,normal
36730,smurf
36731,smurf
36732,smurf
36733,smurf
36734,normal
36735,smurf
36736,neptune
36737,neptune
36738,smurf
36739,smurf
36740,neptune
36741,smurf
36742,smurf
36743,smurf
36744,normal
36745,normal
36746,smurf
36747,normal
36748,smurf
36749,neptune
36750,normal
36751,normal
36752,smurf
36753,normal
